Column2,Column3,Column4,lat,long,chla
2014,1,18,36.3594,-0.7448,0.010715
2014,1,20,36.349,-0.3281,0.010715
2014,1,20,36.526,0.3594,0.011885
2014,1,18,36.1302,0.1615,0.012303
2014,1,20,36.2969,-0.2135,0.012303
2014,1,15,36.151,-0.7135,0.012735
2014,1,20,36.2344,-0.224,0.014125
2014,1,18,36.276,0.0469,0.016788
2014,1,20,36.4531,-0.1198,0.017378
2014,1,18,36.1198,-0.026,0.019275
2014,1,20,36.0052,-0.349,0.019275
2014,1,15,36.6615,-0.7135,0.020654
2014,1,20,36.526,0.349,0.020654
2014,1,18,35.9948,-0.401,0.02138
2014,1,18,35.8073,-0.8802,0.022909
2014,1,20,36.1719,-0.6719,0.022909
2014,1,20,36.5365,0.349,0.023714
2014,1,20,36.4844,0.4635,0.02541
2014,1,20,36.151,-0.6406,0.028184
2014,1,20,36.3698,0.026,0.031261
2014,1,20,36.1406,-0.026,0.032359
2014,1,20,36.026,-0.1302,0.033497
2014,1,20,36.4635,0.2552,0.034674
2014,1,8,36.0573,-0.6927,0.035892
2014,1,18,36.2031,0.1615,0.038459
2014,1,18,36.1927,0.1615,0.038459
2014,1,20,36.3594,0.0052,0.038459
2014,1,18,35.8177,-0.5156,0.039811
2014,1,20,36.0469,-0.276,0.039811
2014,1,20,36.0052,-0.2031,0.039811
2014,1,1,36.4323,0.5052,0.04121
2014,1,20,35.849,-0.7031,0.04121
2014,1,20,36.349,-0.3385,0.04121
2014,1,18,35.901,-0.3073,0.042658
2014,1,20,36.9635,0.8906,0.042658
2014,1,20,36.3906,0.2656,0.042658
2014,1,20,36.3594,0.0677,0.042658
2014,1,9,36.401,-0.0781,0.044157
2014,1,20,36.1927,0.151,0.045709
2014,1,20,36.151,-0.1302,0.045709
2014,1,15,35.849,-0.5365,0.047315
2014,1,18,35.8073,-0.8594,0.047315
2014,1,20,36.0885,-0.1198,0.047315
2014,1,20,35.8594,-0.5885,0.048978
2014,1,18,35.9635,-0.224,0.050699
2014,1,20,36.5781,0.9219,0.050699
2014,1,20,36.3177,0.1615,0.050699
2014,1,20,36.276,0.1198,0.050699
2014,1,31,36.0052,-0.5677,0.050699
2014,1,18,36.5156,-0.3906,0.052481
2014,1,30,36.0677,-0.349,0.052481
2014,1,31,36.026,-0.5469,0.052481
2014,1,18,35.7865,-0.8281,0.054325
2014,1,20,36.4948,0.6198,0.054325
2014,1,31,36.3802,-0.8594,0.054325
2014,1,18,35.7865,-0.8906,0.056234
2014,1,18,35.8385,-0.2344,0.056234
2014,1,20,35.9844,-0.7448,0.056234
2014,1,20,36.0677,-0.5365,0.056234
2014,1,23,36.8177,0.8073,0.056234
2014,1,15,36.1927,-0.6302,0.05821
2014,1,20,35.849,-0.8073,0.05821
2014,1,26,36.1719,-0.2344,0.05821
2014,1,9,36.5885,-0.4844,0.060256
2014,1,18,35.8281,-0.8594,0.060256
2014,1,20,36.2969,-0.2031,0.060256
2014,1,20,35.849,-0.5781,0.060256
2014,1,22,36.849,-0.349,0.060256
2014,1,23,36.8177,0.8177,0.060256
2014,1,24,36.7656,0.4844,0.060256
2014,1,30,35.9219,-0.8385,0.060256
2014,1,20,36.2969,-0.4323,0.062373
2014,1,20,36.0677,-0.1094,0.062373
2014,1,23,36.8073,0.7969,0.062373
2014,1,23,36.8073,0.8073,0.062373
2014,1,23,36.8073,0.8177,0.062373
2014,1,23,36.8073,0.8281,0.062373
2014,1,23,36.7969,0.7969,0.062373
2014,1,23,36.7969,0.8281,0.062373
2014,1,8,35.8385,-0.5052,0.064565
2014,1,15,35.849,-0.5469,0.064565
2014,1,20,36.5052,0.5573,0.064565
2014,1,20,36.474,-0.0156,0.064565
2014,1,21,36.6823,-0.6719,0.064565
2014,1,23,36.7969,0.8073,0.064565
2014,1,23,36.7865,0.8073,0.064565
2014,1,30,35.9219,-0.6406,0.064565
2014,1,1,36.901,0.9844,0.066834
2014,1,9,36.3906,-0.0781,0.066834
2014,1,18,35.7448,-0.6927,0.066834
2014,1,20,36.9427,0.9427,0.066834
2014,1,21,36.7031,-0.651,0.066834
2014,1,21,36.6927,-0.651,0.066834
2014,1,21,36.6927,-0.6406,0.066834
2014,1,21,36.6823,-0.6615,0.066834
2014,1,21,36.6823,-0.651,0.066834
2014,1,23,36.7969,0.8177,0.066834
2014,1,15,36.1302,-0.3906,0.069183
2014,1,20,36.1406,-0.0156,0.069183
2014,1,21,36.6823,-0.6927,0.069183
2014,1,21,36.6823,-0.6823,0.069183
2014,1,21,36.6719,-0.7135,0.069183
2014,1,21,36.6719,-0.7031,0.069183
2014,1,21,36.6719,-0.6927,0.069183
2014,1,21,36.7031,-0.6615,0.069183
2014,1,21,36.7031,-0.6406,0.069183
2014,1,21,36.6927,-0.6615,0.069183
2014,1,23,36.7865,0.8177,0.069183
2014,1,8,36.349,-0.3802,0.071614
2014,1,9,36.349,-0.1094,0.071614
2014,1,20,36.151,-0.0156,0.071614
2014,1,21,36.7135,-0.6719,0.071614
2014,1,21,36.6823,-0.7031,0.071614
2014,1,15,35.8177,-0.6302,0.074131
2014,1,18,36.1615,0.1719,0.074131
2014,1,18,36.151,0.1719,0.074131
2014,1,20,35.9844,-0.974,0.074131
2014,1,20,36.2135,-0.1406,0.074131
2014,1,20,35.974,-0.5469,0.074131
2014,1,21,36.7031,-0.7031,0.074131
2014,1,21,36.7031,-0.6927,0.074131
2014,1,21,36.7031,-0.6823,0.074131
2014,1,21,36.7031,-0.6719,0.074131
2014,1,21,36.6927,-0.7448,0.074131
2014,1,21,36.6927,-0.7344,0.074131
2014,1,21,36.6927,-0.724,0.074131
2014,1,21,36.6927,-0.7135,0.074131
2014,1,21,36.6927,-0.7031,0.074131
2014,1,21,36.6927,-0.6927,0.074131
2014,1,21,36.6927,-0.6823,0.074131
2014,1,21,36.6927,-0.6719,0.074131
2014,1,21,36.6823,-0.724,0.074131
2014,1,21,36.6719,-0.724,0.074131
2014,1,23,36.8385,0.7656,0.074131
2014,1,23,36.8281,0.7656,0.074131
2014,1,23,36.8177,0.7552,0.074131
2014,1,23,36.8177,0.7656,0.074131
2014,1,28,36.5365,-0.6823,0.074131
2014,1,30,36.099,-0.0365,0.074131
2014,1,30,36.099,-0.026,0.074131
2014,1,30,35.9323,-0.651,0.074131
2014,1,30,35.9323,-0.6406,0.074131
2014,1,30,35.9323,-0.6302,0.074131
2014,1,31,36.5365,-0.7656,0.074131
2014,1,18,35.8177,-0.8698,0.076736
2014,1,18,35.8177,-0.5052,0.076736
2014,1,20,36.3594,0.0573,0.076736
2014,1,21,36.7135,-0.6823,0.076736
2014,1,21,36.7031,-0.7135,0.076736
2014,1,21,36.6823,-0.7656,0.076736
2014,1,21,36.6823,-0.7552,0.076736
2014,1,21,36.6823,-0.7448,0.076736
2014,1,21,36.6823,-0.7344,0.076736
2014,1,21,36.6823,-0.7135,0.076736
2014,1,21,36.6719,-0.7865,0.076736
2014,1,21,36.6719,-0.7656,0.076736
2014,1,21,36.6719,-0.7448,0.076736
2014,1,21,36.6719,-0.7344,0.076736
2014,1,23,36.849,0.7552,0.076736
2014,1,23,36.8385,0.724,0.076736
2014,1,23,36.8385,0.7448,0.076736
2014,1,23,36.8385,0.7552,0.076736
2014,1,23,36.8281,0.7344,0.076736
2014,1,23,36.8281,0.7448,0.076736
2014,1,23,36.8281,0.7552,0.076736
2014,1,23,36.8177,0.7344,0.076736
2014,1,23,36.8177,0.7448,0.076736
2014,1,30,36.1094,-0.0365,0.076736
2014,1,30,36.0885,-0.026,0.076736
2014,1,30,35.9219,-0.651,0.076736
2014,1,30,35.9115,-0.6302,0.076736
2014,1,1,36.5365,-0.8281,0.079433
2014,1,15,35.9844,-0.4635,0.079433
2014,1,18,35.8385,-0.8385,0.079433
2014,1,18,36.526,-0.3698,0.079433
2014,1,20,35.9635,-0.9427,0.079433
2014,1,20,36.9531,0.2031,0.079433
2014,1,20,36.0156,-0.3177,0.079433
2014,1,20,35.7448,-0.6302,0.079433
2014,1,21,36.6719,-0.776,0.079433
2014,1,23,36.849,0.7344,0.079433
2014,1,23,36.849,0.7448,0.079433
2014,1,23,36.8281,0.724,0.079433
2014,1,23,36.8177,0.724,0.079433
2014,1,28,36.526,-0.6823,0.079433
2014,1,28,36.5156,-0.6719,0.079433
2014,1,28,36.5052,-0.6719,0.079433
2014,1,28,36.5052,-0.6615,0.079433
2014,1,28,36.3073,-0.276,0.079433
2014,1,28,36.2969,-0.276,0.079433
2014,1,30,35.9115,-0.6615,0.079433
2014,1,1,36.3073,-0.4323,0.082224
2014,1,18,36.0885,-0.3802,0.082224
2014,1,20,36.0573,-0.974,0.082224
2014,1,20,35.9323,-0.6719,0.082224
2014,1,20,36.5885,0.9219,0.082224
2014,1,20,36.0781,-0.6302,0.082224
2014,1,20,35.974,-0.6302,0.082224
2014,1,21,36.6719,-0.7552,0.082224
2014,1,23,36.8594,0.7135,0.082224
2014,1,23,36.8594,0.724,0.082224
2014,1,23,36.8594,0.7344,0.082224
2014,1,23,36.8594,0.7448,0.082224
2014,1,23,36.849,0.724,0.082224
2014,1,23,36.8385,0.7344,0.082224
2014,1,28,36.5469,-0.724,0.082224
2014,1,28,36.5469,-0.7135,0.082224
2014,1,28,36.5365,-0.7031,0.082224
2014,1,28,36.5365,-0.6927,0.082224
2014,1,28,36.526,-0.7135,0.082224
2014,1,28,36.526,-0.7031,0.082224
2014,1,28,36.526,-0.6927,0.082224
2014,1,28,36.5156,-0.6927,0.082224
2014,1,28,36.5156,-0.6823,0.082224
2014,1,28,36.4948,-0.6719,0.082224
2014,1,28,36.4844,-0.6719,0.082224
2014,1,28,36.4948,-0.6615,0.082224
2014,1,28,36.3073,-0.2656,0.082224
2014,1,28,36.2969,-0.3073,0.082224
2014,1,30,35.9219,-0.6615,0.082224
2014,1,20,35.9844,-0.9635,0.085114
2014,1,20,36.0365,-0.5781,0.085114
2014,1,21,36.7135,-0.6927,0.085114
2014,1,23,36.8698,0.7135,0.085114
2014,1,23,36.8698,0.7344,0.085114
2014,1,23,36.849,0.7135,0.085114
2014,1,23,36.8385,0.7135,0.085114
2014,1,23,36.8281,0.7135,0.085114
2014,1,24,36.776,0.4948,0.085114
2014,1,28,36.5365,-0.7135,0.085114
2014,1,28,36.526,-0.6719,0.085114
2014,1,28,36.5052,-0.6927,0.085114
2014,1,28,36.5052,-0.6823,0.085114
2014,1,28,36.4948,-0.6927,0.085114
2014,1,28,36.4948,-0.6823,0.085114
2014,1,28,36.4844,-0.6823,0.085114
2014,1,28,36.474,-0.6823,0.085114
2014,1,30,35.9219,-0.6302,0.085114
2014,1,30,35.9115,-0.6406,0.085114
2014,1,15,36.1927,-0.651,0.088105
2014,1,18,35.7969,-0.8281,0.088105
2014,1,18,35.8281,-0.5052,0.088105
2014,1,18,35.7656,-0.6302,0.088105
2014,1,20,35.9948,-0.724,0.088105
2014,1,20,36.4323,0.2135,0.088105
2014,1,20,36.3698,0.0156,0.088105
2014,1,20,35.974,-0.3073,0.088105
2014,1,23,36.5573,-0.6927,0.088105
2014,1,23,36.8802,0.7135,0.088105
2014,1,23,36.8802,0.724,0.088105
2014,1,23,36.8698,0.6719,0.088105
2014,1,23,36.8698,0.7031,0.088105
2014,1,23,36.8177,0.7135,0.088105
2014,1,28,36.5365,-0.724,0.088105
2014,1,28,36.5156,-0.7135,0.088105
2014,1,28,36.5156,-0.7031,0.088105
2014,1,28,36.4948,-0.7031,0.088105
2014,1,28,36.4844,-0.6927,0.088105
2014,1,28,36.2969,-0.2656,0.088105
2014,1,28,36.2969,-0.2448,0.088105
2014,1,28,36.2969,-0.2344,0.088105
2014,1,30,36.1198,-0.099,0.088105
2014,1,30,36.099,-0.0469,0.088105
2014,1,30,36.0885,-0.0365,0.088105
2014,1,30,35.9219,-0.6198,0.088105
2014,1,31,36.0052,-0.5885,0.088105
2014,1,1,36.9115,0.7031,0.091201
2014,1,1,36.2656,-0.4531,0.091201
2014,1,18,35.8594,-0.8594,0.091201
2014,1,20,36.1406,-0.0052,0.091201
2014,1,23,36.8802,0.7031,0.091201
2014,1,23,36.8698,0.724,0.091201
2014,1,23,36.8594,0.6823,0.091201
2014,1,23,36.8594,0.7031,0.091201
2014,1,28,36.5365,-0.7344,0.091201
2014,1,28,36.526,-0.724,0.091201
2014,1,28,36.5052,-0.7135,0.091201
2014,1,28,36.5052,-0.7031,0.091201
2014,1,28,36.4948,-0.7135,0.091201
2014,1,28,36.4844,-0.7135,0.091201
2014,1,28,36.4844,-0.7031,0.091201
2014,1,28,36.2969,-0.2969,0.091201
2014,1,28,36.2969,-0.2865,0.091201
2014,1,28,36.2969,-0.2552,0.091201
2014,1,28,36.2865,-0.2552,0.091201
2014,1,30,35.9115,-0.8906,0.091201
2014,1,30,36.1094,-0.026,0.091201
2014,1,30,35.901,-0.6615,0.091201
2014,1,31,36.6094,-0.724,0.091201
2014,1,18,36.3906,-0.6927,0.094406
2014,1,18,35.7969,-0.8698,0.094406
2014,1,18,35.8281,-0.5156,0.094406
2014,1,20,36.2656,-0.1406,0.094406
2014,1,20,36.0469,-0.2865,0.094406
2014,1,20,36.026,-0.6094,0.094406
2014,1,20,35.974,-0.3698,0.094406
2014,1,23,36.8906,0.651,0.094406
2014,1,23,36.8906,0.6615,0.094406
2014,1,23,36.8906,0.6719,0.094406
2014,1,23,36.8802,0.651,0.094406
2014,1,23,36.8802,0.6615,0.094406
2014,1,23,36.8802,0.6719,0.094406
2014,1,23,36.8802,0.6823,0.094406
2014,1,23,36.8802,0.6927,0.094406
2014,1,23,36.8698,0.651,0.094406
2014,1,23,36.8698,0.6823,0.094406
2014,1,23,36.8698,0.6927,0.094406
2014,1,23,36.8594,0.6615,0.094406
2014,1,23,36.8594,0.6927,0.094406
2014,1,23,36.849,0.7031,0.094406
2014,1,23,36.8385,0.7031,0.094406
2014,1,28,36.5469,-0.7344,0.094406
2014,1,28,36.526,-0.7344,0.094406
2014,1,28,36.5156,-0.724,0.094406
2014,1,28,36.5052,-0.724,0.094406
2014,1,28,36.4948,-0.724,0.094406
2014,1,28,36.776,0.9948,0.094406
2014,1,28,36.2865,-0.3177,0.094406
2014,1,28,36.2865,-0.2969,0.094406
2014,1,28,36.2865,-0.2865,0.094406
2014,1,30,35.9115,-0.6719,0.094406
2014,1,30,36.1094,-0.0677,0.094406
2014,1,30,36.099,-0.0156,0.094406
2014,1,30,36.0885,-0.0573,0.094406
2014,1,30,36.0781,-0.026,0.094406
2014,1,30,36.0781,-0.0156,0.094406
2014,1,1,36.9635,0.6406,0.097724
2014,1,18,35.8073,-0.8698,0.097724
2014,1,18,36.2031,0.1719,0.097724
2014,1,18,36.1719,0.0156,0.097724
2014,1,18,35.8385,-0.5156,0.097724
2014,1,20,36.9635,0.8177,0.097724
2014,1,20,36.474,0.2656,0.097724
2014,1,20,36.349,0.0677,0.097724
2014,1,20,36.1198,-0.4531,0.097724
2014,1,20,35.9427,-0.5156,0.097724
2014,1,23,36.8906,0.7135,0.097724
2014,1,23,36.8698,0.6615,0.097724
2014,1,23,36.8594,0.651,0.097724
2014,1,23,36.849,0.6615,0.097724
2014,1,23,36.849,0.6719,0.097724
2014,1,23,36.849,0.6823,0.097724
2014,1,23,36.849,0.6927,0.097724
2014,1,23,36.8385,0.6719,0.097724
2014,1,23,36.8385,0.6927,0.097724
2014,1,23,36.8281,0.6927,0.097724
2014,1,23,36.8281,0.7031,0.097724
2014,1,23,36.8073,0.6927,0.097724
2014,1,23,36.8073,0.7031,0.097724
2014,1,28,36.5573,-0.7448,0.097724
2014,1,28,36.5469,-0.7448,0.097724
2014,1,28,36.5365,-0.7448,0.097724
2014,1,28,36.5156,-0.7344,0.097724
2014,1,28,36.4844,-0.724,0.097724
2014,1,28,36.2865,-0.276,0.097724
2014,1,28,36.2865,-0.2656,0.097724
2014,1,28,36.276,-0.2865,0.097724
2014,1,28,36.276,-0.2552,0.097724
2014,1,30,36.0052,-0.6927,0.097724
2014,1,30,36.1094,-0.0573,0.097724
2014,1,30,36.1094,-0.0469,0.097724
2014,1,30,36.0885,-0.0469,0.097724
2014,1,30,36.0885,-0.0156,0.097724
2014,1,30,36.0781,-0.0469,0.097724
2014,1,30,36.0677,-0.0469,0.097724
2014,1,4,35.901,-0.9219,0.101158
2014,1,9,36.3177,-0.1302,0.101158
2014,1,15,36.2344,-0.7656,0.101158
2014,1,15,35.9844,-0.4531,0.101158
2014,1,18,35.8802,-0.8698,0.101158
2014,1,18,35.776,-0.8906,0.101158
2014,1,18,36.6719,-0.276,0.101158
2014,1,18,36.6094,-0.1302,0.101158
2014,1,18,36.151,0.1615,0.101158
2014,1,18,36.1406,0.1615,0.101158
2014,1,20,36.0677,-0.9948,0.101158
2014,1,20,35.8177,-0.9323,0.101158
2014,1,20,36.526,0.526,0.101158
2014,1,20,36.3906,0.2552,0.101158
2014,1,20,36.3698,0.0052,0.101158
2014,1,20,36.2344,0.0677,0.101158
2014,1,20,36.0573,0.0052,0.101158
2014,1,20,35.9323,-0.6615,0.101158
2014,1,23,36.8802,0.6198,0.101158
2014,1,23,36.8802,0.6406,0.101158
2014,1,23,36.8698,0.6406,0.101158
2014,1,23,36.8594,0.6719,0.101158
2014,1,23,36.8385,0.6615,0.101158
2014,1,23,36.8177,0.6823,0.101158
2014,1,23,36.8177,0.6927,0.101158
2014,1,23,36.8177,0.7031,0.101158
2014,1,28,36.5573,-0.7552,0.101158
2014,1,28,36.5469,-0.7552,0.101158
2014,1,28,36.2865,-0.2448,0.101158
2014,1,28,36.2865,-0.2344,0.101158
2014,1,28,36.276,-0.3073,0.101158
2014,1,28,36.276,-0.276,0.101158
2014,1,30,35.901,-0.6719,0.101158
2014,1,30,35.8906,-0.6823,0.101158
2014,1,30,36.1198,-0.0365,0.101158
2014,1,30,36.0781,-0.0365,0.101158
2014,1,30,35.9115,-0.651,0.101158
2014,1,9,36.5573,-0.7135,0.104713
2014,1,9,36.3906,-0.0885,0.104713
2014,1,9,36.3594,-0.099,0.104713
2014,1,15,36.4323,-0.724,0.104713
2014,1,15,36.276,-0.7552,0.104713
2014,1,18,36.1927,0.1719,0.104713
2014,1,18,36.1823,0.0365,0.104713
2014,1,18,36.0781,-0.401,0.104713
2014,1,18,35.8177,-0.526,0.104713
2014,1,20,35.9427,-0.8177,0.104713
2014,1,20,35.8906,-0.8698,0.104713
2014,1,20,35.8802,-0.6719,0.104713
2014,1,20,37.0469,0.9219,0.104713
2014,1,20,36.3073,-0.3073,0.104713
2014,1,20,36.099,-0.0885,0.104713
2014,1,20,35.9427,-0.4219,0.104713
2014,1,20,35.9219,-0.5052,0.104713
2014,1,23,36.8698,0.6302,0.104713
2014,1,23,36.849,0.651,0.104713
2014,1,23,36.8385,0.6823,0.104713
2014,1,23,36.8281,0.6719,0.104713
2014,1,23,36.8177,0.6719,0.104713
2014,1,26,36.1927,-0.2135,0.104713
2014,1,28,36.5677,-0.7552,0.104713
2014,1,28,36.5365,-0.7552,0.104713
2014,1,28,36.526,-0.7552,0.104713
2014,1,28,36.526,-0.7448,0.104713
2014,1,28,36.5156,-0.7448,0.104713
2014,1,28,36.5052,-0.7448,0.104713
2014,1,28,36.5052,-0.7344,0.104713
2014,1,28,36.4948,-0.7448,0.104713
2014,1,28,36.4948,-0.7344,0.104713
2014,1,28,36.2865,-0.3073,0.104713
2014,1,28,36.276,-0.2969,0.104713
2014,1,28,36.276,-0.2448,0.104713
2014,1,28,36.2656,-0.2865,0.104713
2014,1,30,36.1094,-0.0156,0.104713
2014,1,30,36.099,-0.2656,0.104713
2014,1,30,36.099,-0.0677,0.104713
2014,1,30,36.0677,-0.0365,0.104713
2014,1,30,35.8906,-0.6615,0.104713
2014,1,31,36.3906,-0.8594,0.104713
2014,1,31,36.2552,-0.901,0.104713
2014,1,31,36.0052,-0.5781,0.104713
2014,1,31,35.9948,-0.6094,0.104713
2014,1,1,36.5052,-0.8594,0.108393
2014,1,1,36.4427,-0.776,0.108393
2014,1,1,37.0156,0.5052,0.108393
2014,1,8,36.4323,-0.1823,0.108393
2014,1,8,35.8281,-0.5052,0.108393
2014,1,15,36.2656,-0.7656,0.108393
2014,1,15,36.7448,-0.4948,0.108393
2014,1,18,35.8281,-0.8385,0.108393
2014,1,18,36.526,-0.3802,0.108393
2014,1,18,36.4219,-0.526,0.108393
2014,1,18,36.2344,0.1823,0.108393
2014,1,18,36.1823,0.1615,0.108393
2014,1,18,35.8281,-0.526,0.108393
2014,1,18,35.8073,-0.5156,0.108393
2014,1,20,37.0052,0.4635,0.108393
2014,1,20,36.3594,-0.3177,0.108393
2014,1,20,36.3177,-0.3385,0.108393
2014,1,20,36.276,0.1302,0.108393
2014,1,20,35.974,-0.1927,0.108393
2014,1,22,36.8906,-0.2344,0.108393
2014,1,23,36.8698,0.6094,0.108393
2014,1,23,36.8698,0.6198,0.108393
2014,1,23,36.8594,0.6406,0.108393
2014,1,23,36.8281,0.6823,0.108393
2014,1,23,36.8073,0.6719,0.108393
2014,1,24,36.7552,0.474,0.108393
2014,1,26,35.9323,-0.9427,0.108393
2014,1,28,36.5573,-0.7656,0.108393
2014,1,28,36.5469,-0.7656,0.108393
2014,1,28,36.5365,-0.7656,0.108393
2014,1,28,36.526,-0.7656,0.108393
2014,1,28,36.5156,-0.7656,0.108393
2014,1,28,36.5156,-0.7552,0.108393
2014,1,28,36.5052,-0.7552,0.108393
2014,1,28,36.4844,-0.7552,0.108393
2014,1,28,36.6302,0.8385,0.108393
2014,1,28,36.2865,-0.224,0.108393
2014,1,30,35.901,-0.6927,0.108393
2014,1,30,35.901,-0.6823,0.108393
2014,1,30,35.8906,-0.6927,0.108393
2014,1,30,35.8906,-0.6719,0.108393
2014,1,30,36.1094,-0.1094,0.108393
2014,1,30,36.0781,-0.0573,0.108393
2014,1,30,36.0365,-0.526,0.108393
2014,1,1,36.224,-0.7031,0.112202
2014,1,1,36.9323,0.6823,0.112202
2014,1,17,36.724,-0.4844,0.112202
2014,1,18,36.6406,-0.1198,0.112202
2014,1,18,36.276,-0.2135,0.112202
2014,1,18,36.1615,0.1615,0.112202
2014,1,20,36.0469,-0.6719,0.112202
2014,1,20,37.0052,0.6198,0.112202
2014,1,20,36.5365,0.3698,0.112202
2014,1,20,36.401,0.2656,0.112202
2014,1,20,36.1823,0.0885,0.112202
2014,1,20,36.1719,0.0885,0.112202
2014,1,20,35.9531,-0.5677,0.112202
2014,1,20,35.9219,-0.651,0.112202
2014,1,23,36.8802,0.6094,0.112202
2014,1,23,36.8594,0.599,0.112202
2014,1,23,36.8594,0.6094,0.112202
2014,1,23,36.8594,0.6302,0.112202
2014,1,23,36.8385,0.6302,0.112202
2014,1,23,36.8385,0.651,0.112202
2014,1,23,36.8281,0.6615,0.112202
2014,1,28,36.5677,-0.7656,0.112202
2014,1,28,36.5573,-0.7969,0.112202
2014,1,28,36.5573,-0.776,0.112202
2014,1,28,36.5469,-0.776,0.112202
2014,1,28,36.5365,-0.776,0.112202
2014,1,28,36.526,-0.776,0.112202
2014,1,28,36.4948,-0.7656,0.112202
2014,1,28,36.4948,-0.7552,0.112202
2014,1,28,36.276,-0.2344,0.112202
2014,1,28,36.276,-0.224,0.112202
2014,1,28,36.2656,-0.276,0.112202
2014,1,30,35.8802,-0.7031,0.112202
2014,1,30,36.1302,-0.099,0.112202
2014,1,30,36.1198,-0.026,0.112202
2014,1,1,36.4948,-0.776,0.116145
2014,1,1,36.474,-0.7865,0.116145
2014,1,1,37.2448,0.9531,0.116145
2014,1,1,36.9844,0.5781,0.116145
2014,1,8,36.776,0.0885,0.116145
2014,1,8,36.4115,-0.2031,0.116145
2014,1,15,36.151,-0.724,0.116145
2014,1,18,36.474,-0.7344,0.116145
2014,1,18,35.8177,-0.849,0.116145
2014,1,18,36.0885,-0.3906,0.116145
2014,1,18,35.9531,-0.2344,0.116145
2014,1,18,35.7656,-0.6406,0.116145
2014,1,20,35.849,-0.8802,0.116145
2014,1,20,36.3177,0.1823,0.116145
2014,1,20,36.3073,0.2135,0.116145
2014,1,20,36.1615,0.0365,0.116145
2014,1,20,36.151,0.0052,0.116145
2014,1,20,36.1406,-0.5365,0.116145
2014,1,20,36.099,-0.099,0.116145
2014,1,20,36.0573,-0.0573,0.116145
2014,1,23,36.0365,-0.8698,0.116145
2014,1,23,36.849,0.6406,0.116145
2014,1,23,36.8281,0.6406,0.116145
2014,1,23,36.8177,0.6615,0.116145
2014,1,23,36.8073,0.6615,0.116145
2014,1,26,36.1406,-0.2656,0.116145
2014,1,28,36.5573,-0.7865,0.116145
2014,1,28,36.5365,-0.7865,0.116145
2014,1,28,36.526,-0.7865,0.116145
2014,1,28,36.5156,-0.7865,0.116145
2014,1,28,36.5156,-0.776,0.116145
2014,1,28,36.5052,-0.7865,0.116145
2014,1,28,36.5052,-0.776,0.116145
2014,1,28,36.5052,-0.7656,0.116145
2014,1,28,36.4948,-0.7865,0.116145
2014,1,28,36.4844,-0.776,0.116145
2014,1,28,36.651,0.8594,0.116145
2014,1,28,36.6302,0.224,0.116145
2014,1,28,36.2865,-0.2135,0.116145
2014,1,28,36.2656,-0.2656,0.116145
2014,1,28,36.2656,-0.2552,0.116145
2014,1,30,35.849,-0.7865,0.116145
2014,1,30,36.1094,-0.099,0.116145
2014,1,30,36.099,-0.0573,0.116145
2014,1,30,36.0885,-0.0052,0.116145
2014,1,30,36.0781,-0.0052,0.116145
2014,1,30,36.0677,-0.0156,0.116145
2014,1,30,36.0365,-0.4427,0.116145
2014,1,31,36.224,-0.901,0.116145
2014,1,31,36.026,-0.5573,0.116145
2014,1,31,36.0156,-0.5781,0.116145
2014,1,31,36.0052,-0.5573,0.116145
2014,1,31,36.0052,-0.3281,0.116145
2014,1,1,36.2344,-0.6823,0.120226
2014,1,1,36.6927,-0.1719,0.120226
2014,1,8,36.3802,-0.2865,0.120226
2014,1,8,36.1719,-0.5677,0.120226
