Column2,Column3,Column4,lat,long,chla
2014,1,1,36.7344,-0.2135,0.175792
2014,1,1,36.6094,0.151,0.175792
2014,1,1,36.6094,0.1719,0.175792
2014,1,1,36.599,0.1927,0.175792
2014,1,1,36.599,0.2135,0.175792
2014,1,1,36.5885,0.2031,0.175792
2014,1,1,36.5885,0.2135,0.175792
2014,1,1,36.5781,0.1198,0.175792
2014,1,1,36.5156,0.0885,0.175792
2014,1,1,36.5156,0.2448,0.175792
2014,1,1,36.5052,0.099,0.175792
2014,1,1,36.4948,-0.5469,0.175792
2014,1,1,36.401,-0.2865,0.175792
2014,1,1,36.401,-0.1302,0.175792
2014,1,1,36.3906,-0.1302,0.175792
2014,1,1,36.349,0.2135,0.175792
2014,1,1,36.3073,-0.4219,0.175792
2014,1,1,36.2969,-0.4323,0.175792
2014,1,1,36.2135,-0.0677,0.175792
2014,1,8,36.3385,-0.3802,0.175792
2014,1,9,36.4115,-0.0677,0.175792
2014,1,15,36.2656,-0.7552,0.175792
2014,1,15,36.651,-0.5573,0.175792
2014,1,17,36.7344,-0.4531,0.175792
2014,1,18,36.3594,-0.849,0.175792
2014,1,18,35.7865,-0.8698,0.175792
2014,1,18,36.776,-0.3281,0.175792
2014,1,18,36.474,0.1615,0.175792
2014,1,18,36.224,0.1823,0.175792
2014,1,18,36.2135,0.0469,0.175792
2014,1,18,36.1719,0.1719,0.175792
2014,1,18,35.9844,-0.4115,0.175792
2014,1,18,35.974,-0.224,0.175792
2014,1,18,35.9427,-0.3802,0.175792
2014,1,18,35.9323,-0.3906,0.175792
2014,1,18,35.8594,-0.5156,0.175792
2014,1,18,35.849,-0.526,0.175792
2014,1,20,35.8906,-0.8594,0.175792
2014,1,20,35.8906,-0.6823,0.175792
2014,1,20,35.8802,-0.974,0.175792
2014,1,20,35.8802,-0.9427,0.175792
2014,1,20,37.0469,0.9323,0.175792
2014,1,20,36.9531,0.9323,0.175792
2014,1,20,36.4948,0.0885,0.175792
2014,1,20,36.4219,0.5469,0.175792
2014,1,20,36.4115,-0.099,0.175792
2014,1,20,36.4115,0.5469,0.175792
2014,1,20,36.3906,-0.2344,0.175792
2014,1,20,36.3594,-0.0156,0.175792
2014,1,20,36.3385,0.0885,0.175792
2014,1,20,36.224,0.0573,0.175792
2014,1,20,36.224,0.0781,0.175792
2014,1,20,36.2135,-0.1302,0.175792
2014,1,20,36.2135,-0.0365,0.175792
2014,1,20,36.2135,0.0365,0.175792
2014,1,20,36.1927,0.1094,0.175792
2014,1,20,36.1823,-0.1302,0.175792
2014,1,20,36.1823,0.0469,0.175792
2014,1,20,36.1823,0.099,0.175792
2014,1,20,36.1823,0.1406,0.175792
2014,1,20,36.1719,0.1198,0.175792
2014,1,20,36.1406,0.0156,0.175792
2014,1,20,36.099,-0.2656,0.175792
2014,1,20,36.0781,-0.1302,0.175792
2014,1,20,36.0469,-0.6094,0.175792
2014,1,20,36.0469,-0.349,0.175792
2014,1,20,36.0469,-0.2552,0.175792
2014,1,20,36.0469,-0.2344,0.175792
2014,1,20,36.0469,-0.151,0.175792
2014,1,20,36.026,-0.151,0.175792
2014,1,20,36.026,-0.1406,0.175792
2014,1,20,36.0156,-0.5469,0.175792
2014,1,20,36.0052,-0.2135,0.175792
2014,1,20,35.9844,-0.276,0.175792
2014,1,20,35.9635,-0.5365,0.175792
2014,1,20,35.9219,-0.4948,0.175792
2014,1,21,36.1198,-0.9115,0.175792
2014,1,21,37.151,0.7031,0.175792
2014,1,21,37.099,0.6198,0.175792
2014,1,21,37.0885,0.9115,0.175792
2014,1,21,37.0885,0.9219,0.175792
2014,1,21,37.0885,0.9323,0.175792
2014,1,21,37.0885,0.9427,0.175792
2014,1,21,37.0781,0.9427,0.175792
2014,1,21,37.0677,0.9323,0.175792
2014,1,21,37.0573,0.849,0.175792
2014,1,21,37.0469,0.8385,0.175792
2014,1,21,37.0469,0.8594,0.175792
2014,1,22,36.8906,-0.2135,0.175792
2014,1,23,36.5469,-0.6927,0.175792
2014,1,23,36.2552,-0.9427,0.175792
2014,1,23,36.2448,-0.9427,0.175792
2014,1,23,36.2448,-0.9323,0.175792
2014,1,23,36.2344,-0.9219,0.175792
2014,1,23,36.2344,-0.8385,0.175792
2014,1,23,36.224,-0.9115,0.175792
2014,1,23,36.224,-0.849,0.175792
2014,1,23,36.1615,-0.776,0.175792
2014,1,23,36.151,-0.7656,0.175792
2014,1,23,36.1406,-0.7552,0.175792
2014,1,23,36.1406,-0.7448,0.175792
2014,1,23,36.1302,-0.724,0.175792
2014,1,23,36.1198,-0.7448,0.175792
2014,1,23,37.099,0.2552,0.175792
2014,1,23,36.6927,-0.2552,0.175792
2014,1,23,36.5885,0.0156,0.175792
2014,1,23,36.5677,-0.0469,0.175792
2014,1,23,36.5469,-0.0052,0.175792
2014,1,26,36.5469,0.8385,0.175792
2014,1,26,36.4948,0.7656,0.175792
2014,1,27,36.3698,0.5781,0.175792
2014,1,27,36.2031,0.1094,0.175792
2014,1,27,36.2031,0.1406,0.175792
2014,1,27,36.1719,0.0781,0.175792
2014,1,27,35.974,-0.0885,0.175792
2014,1,28,36.5781,-0.8906,0.175792
2014,1,28,36.5781,-0.849,0.175792
2014,1,28,36.5677,-0.8906,0.175792
2014,1,28,36.5677,-0.8802,0.175792
2014,1,28,36.5573,-0.8906,0.175792
2014,1,28,36.526,-0.901,0.175792
2014,1,28,36.4948,-0.9323,0.175792
2014,1,28,36.7656,0.9844,0.175792
2014,1,28,36.7344,0.9323,0.175792
2014,1,28,36.724,0.8802,0.175792
2014,1,28,36.724,0.8906,0.175792
2014,1,28,36.724,0.9219,0.175792
2014,1,28,36.7031,0.849,0.175792
2014,1,28,36.6719,0.8177,0.175792
2014,1,28,36.6615,0.7865,0.175792
2014,1,28,36.224,-0.151,0.175792
2014,1,28,36.224,-0.1406,0.175792
2014,1,28,36.2031,-0.1302,0.175792
2014,1,30,36.6406,0.8906,0.175792
2014,1,30,36.151,-0.0156,0.175792
2014,1,30,36.151,0.0052,0.175792
2014,1,30,36.151,0.0156,0.175792
2014,1,30,36.151,0.026,0.175792
2014,1,30,36.151,0.0469,0.175792
2014,1,30,36.151,0.0573,0.175792
2014,1,30,36.1406,-0.0781,0.175792
2014,1,30,36.1406,0.0365,0.175792
2014,1,30,36.1198,0.0365,0.175792
2014,1,30,35.8906,-0.651,0.175792
2014,1,31,36.5469,-0.776,0.175792
2014,1,31,36.401,-0.8594,0.175792
2014,1,31,36.3906,-0.8385,0.175792
2014,1,31,36.3802,-0.8385,0.175792
2014,1,31,35.901,-0.7656,0.175792
2014,1,31,35.8698,-0.7552,0.175792
2014,1,31,36.4531,-0.3698,0.175792
2014,1,31,36.0469,-0.6198,0.175792
2014,1,31,36.0469,-0.3281,0.175792
2014,1,31,36.0365,-0.3281,0.175792
2014,1,31,36.026,-0.5156,0.175792
2014,1,31,36.0052,-0.3177,0.175792
2014,1,31,35.9948,-0.5885,0.175792
2014,1,31,35.9844,-0.474,0.175792
2014,1,1,36.1094,-0.8802,0.18197
2014,1,1,36.099,-0.8802,0.18197
2014,1,1,36.0573,-0.9115,0.18197
2014,1,1,37.2031,0.6198,0.18197
2014,1,1,37.0885,0.3802,0.18197
2014,1,1,37.0052,0.5156,0.18197
2014,1,1,36.8906,0.7344,0.18197
2014,1,1,36.8802,-0.2656,0.18197
2014,1,1,36.8698,0.7969,0.18197
2014,1,1,36.8594,-0.2865,0.18197
2014,1,1,36.8594,-0.2344,0.18197
2014,1,1,36.8385,-0.2865,0.18197
2014,1,1,36.8177,-0.2135,0.18197
2014,1,1,36.7969,-0.1823,0.18197
2014,1,1,36.7865,-0.2656,0.18197
2014,1,1,36.776,-0.2135,0.18197
2014,1,1,36.776,-0.1927,0.18197
2014,1,1,36.776,-0.1823,0.18197
2014,1,1,36.7656,-0.1302,0.18197
2014,1,1,36.7552,-0.151,0.18197
2014,1,1,36.6094,0.1823,0.18197
2014,1,1,36.6094,0.1927,0.18197
2014,1,1,36.599,0.1406,0.18197
2014,1,1,36.599,0.2031,0.18197
2014,1,1,36.5885,-0.4635,0.18197
2014,1,1,36.5677,0.224,0.18197
2014,1,1,36.5677,0.2344,0.18197
2014,1,1,36.5365,-0.5365,0.18197
2014,1,1,36.526,-0.5156,0.18197
2014,1,1,36.526,0.2448,0.18197
2014,1,1,36.5156,-0.5052,0.18197
2014,1,1,36.3906,-0.2865,0.18197
2014,1,1,36.3906,-0.1198,0.18197
2014,1,1,36.3906,-0.1094,0.18197
2014,1,1,36.3802,-0.1719,0.18197
2014,1,1,36.3802,-0.151,0.18197
2014,1,1,36.3802,-0.1406,0.18197
2014,1,1,36.3281,-0.3802,0.18197
2014,1,1,36.3177,-0.4115,0.18197
2014,1,1,36.2344,-0.5365,0.18197
2014,1,1,36.2135,-0.0573,0.18197
2014,1,4,35.8698,-0.9635,0.18197
2014,1,4,37.0052,0.4635,0.18197
2014,1,7,36.6094,0.5781,0.18197
2014,1,8,36.4635,-0.1302,0.18197
2014,1,8,36.4323,-0.1719,0.18197
2014,1,9,36.5469,-0.7344,0.18197
2014,1,9,36.7135,-0.2344,0.18197
2014,1,10,37.151,0.6823,0.18197
2014,1,15,36.2865,-0.7656,0.18197
2014,1,15,36.224,-0.7552,0.18197
2014,1,15,36.1615,-0.6719,0.18197
2014,1,15,36.2031,-0.599,0.18197
2014,1,15,35.974,-0.2969,0.18197
2014,1,15,35.8698,-0.5573,0.18197
2014,1,15,35.8594,-0.5469,0.18197
2014,1,18,36.3594,-0.8594,0.18197
2014,1,18,35.9115,-0.8594,0.18197
2014,1,18,35.8177,-0.8281,0.18197
2014,1,18,35.7865,-0.8802,0.18197
2014,1,18,36.7135,-0.2656,0.18197
2014,1,18,36.6406,-0.2865,0.18197
2014,1,18,36.4531,-0.4844,0.18197
2014,1,18,36.4531,-0.4427,0.18197
2014,1,18,36.2656,-0.2135,0.18197
2014,1,18,35.9531,-0.3802,0.18197
2014,1,18,35.9427,-0.3906,0.18197
2014,1,18,35.9323,-0.401,0.18197
2014,1,18,35.9219,-0.3802,0.18197
2014,1,18,35.8698,-0.5469,0.18197
2014,1,18,35.849,-0.5781,0.18197
2014,1,18,35.849,-0.5365,0.18197
2014,1,18,35.8385,-0.599,0.18197
2014,1,18,35.8385,-0.5052,0.18197
2014,1,18,35.8177,-0.5781,0.18197
2014,1,18,35.776,-0.6094,0.18197
2014,1,18,35.7552,-0.651,0.18197
2014,1,20,35.9427,-0.8073,0.18197
2014,1,20,35.8802,-0.9844,0.18197
2014,1,20,35.849,-0.7552,0.18197
2014,1,20,35.8385,-0.8906,0.18197
2014,1,20,36.5885,0.8802,0.18197
2014,1,20,36.5781,0.9323,0.18197
2014,1,20,36.5677,0.776,0.18197
2014,1,20,36.5365,0.6719,0.18197
2014,1,20,36.5365,0.8594,0.18197
2014,1,20,36.526,0.401,0.18197
2014,1,20,36.5156,0.5573,0.18197
2014,1,20,36.5156,0.6198,0.18197
2014,1,20,36.474,0.2552,0.18197
2014,1,20,36.4531,0.2135,0.18197
2014,1,20,36.4427,0.2135,0.18197
2014,1,20,36.4115,-0.3073,0.18197
2014,1,20,36.4115,0.5573,0.18197
2014,1,20,36.3698,0.0469,0.18197
2014,1,20,36.3594,0.0885,0.18197
2014,1,20,36.3177,-0.5469,0.18197
2014,1,20,36.3177,0.2031,0.18197
2014,1,20,36.2344,-0.2344,0.18197
2014,1,20,36.2135,-0.5365,0.18197
2014,1,20,36.2135,-0.2448,0.18197
2014,1,20,36.2135,-0.2344,0.18197
2014,1,20,36.2135,0.026,0.18197
2014,1,20,36.2031,-0.2135,0.18197
2014,1,20,36.2031,-0.1719,0.18197
2014,1,20,36.2031,0.026,0.18197
2014,1,20,36.1927,-0.2031,0.18197
2014,1,20,36.1927,0.026,0.18197
2014,1,20,36.1823,0.1094,0.18197
2014,1,20,36.1823,0.1198,0.18197
2014,1,20,36.1406,-0.1615,0.18197
2014,1,20,36.1406,-0.0573,0.18197
2014,1,20,36.1198,-0.1927,0.18197
2014,1,20,36.1094,-0.2656,0.18197
2014,1,20,36.0885,-0.5781,0.18197
2014,1,20,36.0781,-0.1198,0.18197
2014,1,20,36.0677,-0.6302,0.18197
2014,1,20,36.0469,-0.6302,0.18197
2014,1,20,36.0469,-0.2448,0.18197
2014,1,20,35.9635,-0.526,0.18197
2014,1,20,35.9531,-0.4948,0.18197
2014,1,20,35.9531,-0.3385,0.18197
2014,1,21,36.5573,-0.7135,0.18197
2014,1,21,36.5573,-0.7031,0.18197
2014,1,21,36.5573,-0.6927,0.18197
2014,1,21,36.5573,-0.6823,0.18197
2014,1,21,36.0781,-0.901,0.18197
2014,1,21,36.0677,-0.8698,0.18197
2014,1,21,36.0573,-0.8906,0.18197
2014,1,21,36.0573,-0.8802,0.18197
2014,1,21,37.1615,0.7135,0.18197
2014,1,21,37.1094,0.599,0.18197
2014,1,21,37.1094,0.6094,0.18197
2014,1,21,37.0885,0.901,0.18197
2014,1,21,37.0781,0.9219,0.18197
2014,1,21,37.0781,0.9323,0.18197
2014,1,21,37.0573,0.8698,0.18197
2014,1,21,37.0573,0.8906,0.18197
2014,1,21,37.0469,0.8698,0.18197
2014,1,23,36.2552,-0.9219,0.18197
2014,1,23,36.2448,-0.9219,0.18197
2014,1,23,36.2448,-0.9115,0.18197
2014,1,23,36.2344,-0.9115,0.18197
2014,1,23,36.224,-0.8698,0.18197
2014,1,23,36.1719,-0.776,0.18197
2014,1,23,36.151,-0.724,0.18197
2014,1,23,36.5677,-0.0156,0.18197
2014,1,23,36.5573,-0.0052,0.18197
2014,1,23,36.5469,-0.026,0.18197
2014,1,23,36.5469,0.026,0.18197
2014,1,23,36.5365,0.026,0.18197
2014,1,23,36.5365,0.0365,0.18197
2014,1,26,36.5781,-0.8073,0.18197
2014,1,26,36.2135,-0.1615,0.18197
2014,1,27,36.2344,0.1823,0.18197
2014,1,27,35.9531,-0.3177,0.18197
2014,1,28,36.5573,-0.9323,0.18197
2014,1,28,36.5573,-0.901,0.18197
2014,1,28,36.5469,-0.9115,0.18197
2014,1,28,36.5365,-0.901,0.18197
2014,1,28,36.526,-0.9219,0.18197
2014,1,28,36.5156,-0.9115,0.18197
2014,1,28,36.5156,-0.8906,0.18197
2014,1,28,36.5052,-0.9219,0.18197
2014,1,28,36.5052,-0.9115,0.18197
2014,1,28,36.4948,-0.9427,0.18197
2014,1,28,36.4844,-0.9531,0.18197
2014,1,28,36.4844,-0.9427,0.18197
2014,1,28,36.474,-1.0052,0.18197
2014,1,28,36.474,-0.9948,0.18197
2014,1,28,36.474,-0.974,0.18197
2014,1,28,36.7656,0.974,0.18197
2014,1,28,36.7448,0.9531,0.18197
2014,1,28,36.7344,0.901,0.18197
2014,1,28,36.724,0.9115,0.18197
2014,1,28,36.7031,0.8385,0.18197
2014,1,28,36.6823,0.8073,0.18197
2014,1,28,36.6719,0.7969,0.18197
2014,1,28,36.6615,0.776,0.18197
2014,1,28,36.6615,0.7969,0.18197
2014,1,28,36.6406,0.7656,0.18197
2014,1,28,36.6406,0.776,0.18197
2014,1,28,36.6406,0.8594,0.18197
2014,1,28,36.6198,0.7448,0.18197
2014,1,28,36.6198,0.7552,0.18197
2014,1,28,36.5781,0.474,0.18197
2014,1,28,36.5781,0.4948,0.18197
2014,1,28,36.5781,0.5365,0.18197
2014,1,28,36.5677,0.5365,0.18197
2014,1,28,36.5677,0.5469,0.18197
2014,1,30,35.9115,-0.8802,0.18197
2014,1,30,35.901,-0.8698,0.18197
2014,1,30,35.8698,-0.7344,0.18197
2014,1,30,35.8698,-0.724,0.18197
2014,1,30,36.1615,0.026,0.18197
2014,1,30,36.1615,0.0469,0.18197
2014,1,30,36.1615,0.0573,0.18197
2014,1,30,36.151,0.0365,0.18197
2014,1,30,36.1406,-0.1615,0.18197
2014,1,30,36.1406,0.0573,0.18197
2014,1,30,36.1302,-0.1719,0.18197
2014,1,30,36.1302,-0.151,0.18197
2014,1,30,36.1302,0.0365,0.18197
2014,1,30,36.1302,0.0469,0.18197
2014,1,30,36.1198,-0.2031,0.18197
2014,1,30,36.1094,0.0365,0.18197
2014,1,30,36.0885,-0.3698,0.18197
2014,1,30,36.0885,0.0156,0.18197
2014,1,30,36.026,-0.5156,0.18197
2014,1,30,36.0156,-0.5365,0.18197
2014,1,31,36.3906,-0.849,0.18197
2014,1,31,36.2865,-0.849,0.18197
2014,1,31,35.9427,-0.776,0.18197
2014,1,31,35.8698,-0.7448,0.18197
2014,1,31,35.8594,-0.7448,0.18197
2014,1,31,36.0781,-0.5156,0.18197
2014,1,31,36.0365,-0.5156,0.18197
2014,1,31,36.026,-0.3385,0.18197
2014,1,31,36.026,-0.3281,0.18197
2014,1,31,36.0156,-0.3281,0.18197
2014,1,31,36.0052,-0.3698,0.18197
2014,1,31,35.974,-0.474,0.18197
2014,1,31,35.9635,-0.4844,0.18197
2014,1,1,36.4635,-0.8281,0.188365
2014,1,1,36.4635,-0.7969,0.188365
2014,1,1,36.4635,-0.6719,0.188365
2014,1,1,36.4531,-0.6823,0.188365
2014,1,1,36.224,-0.6927,0.188365
2014,1,1,37.0677,0.4531,0.188365
2014,1,1,37.026,0.4844,0.188365
2014,1,1,36.9531,0.651,0.188365
2014,1,1,36.8698,-0.2865,0.188365
2014,1,1,36.8073,-0.224,0.188365
2014,1,1,36.8073,-0.2135,0.188365
2014,1,1,36.7865,-0.2448,0.188365
2014,1,1,36.7865,-0.1823,0.188365
2014,1,1,36.776,-0.526,0.188365
2014,1,1,36.776,-0.2344,0.188365
2014,1,1,36.7656,-0.2448,0.188365
2014,1,1,36.7656,-0.1719,0.188365
2014,1,1,36.7552,-0.5156,0.188365
2014,1,1,36.7552,-0.5052,0.188365
2014,1,1,36.7448,-0.1198,0.188365
2014,1,1,36.599,0.151,0.188365
2014,1,1,36.599,0.1719,0.188365
2014,1,1,36.599,0.1823,0.188365
2014,1,1,36.5885,-0.526,0.188365
2014,1,1,36.5885,0.1302,0.188365
2014,1,1,36.5885,0.1406,0.188365
2014,1,1,36.5885,0.1927,0.188365
2014,1,1,36.5781,0.2135,0.188365
2014,1,1,36.5677,0.2135,0.188365
2014,1,1,36.5573,0.224,0.188365
2014,1,1,36.5469,0.2135,0.188365
2014,1,1,36.526,-0.5573,0.188365
2014,1,1,36.526,-0.5365,0.188365
2014,1,1,36.4844,-0.6094,0.188365
2014,1,1,36.3906,-0.2135,0.188365
2014,1,1,36.3802,-0.2448,0.188365
2014,1,1,36.3802,-0.1927,0.188365
2014,1,1,36.3802,-0.1302,0.188365
2014,1,1,36.3802,-0.1094,0.188365
2014,1,1,36.3802,-0.0885,0.188365
2014,1,8,36.3594,-0.3594,0.188365
2014,1,9,36.3802,-0.0885,0.188365
2014,1,10,37.1615,0.6823,0.188365
2014,1,15,36.2552,-0.7656,0.188365
2014,1,15,36.2135,-0.7135,0.188365
2014,1,15,36.1719,-0.7656,0.188365
2014,1,15,36.1406,-0.849,0.188365
2014,1,15,36.7552,-0.4844,0.188365
2014,1,15,36.2552,-0.5052,0.188365
2014,1,15,36.1823,-0.6094,0.188365
2014,1,15,35.9115,-0.2344,0.188365
2014,1,17,37.2656,0.651,0.188365
2014,1,17,36.7344,-0.474,0.188365
2014,1,17,36.724,-0.4948,0.188365
2014,1,17,36.6927,-0.5573,0.188365
2014,1,18,35.8385,-0.8281,0.188365
2014,1,18,35.8073,-0.8385,0.188365
2014,1,18,35.7865,-0.8177,0.188365
2014,1,18,35.7552,-0.9115,0.188365
2014,1,18,36.724,-0.3802,0.188365
2014,1,18,36.526,-0.3594,0.188365
2014,1,18,36.5156,0.0052,0.188365
2014,1,18,36.0781,-0.1198,0.188365
2014,1,18,35.974,-0.401,0.188365
2014,1,18,35.9427,-0.2552,0.188365
2014,1,18,35.9323,-0.349,0.188365
2014,1,18,35.901,-0.4635,0.188365
2014,1,18,35.8698,-0.5156,0.188365
2014,1,18,35.8594,-0.5365,0.188365
2014,1,18,35.8594,-0.526,0.188365
2014,1,18,35.8385,-0.5469,0.188365
2014,1,18,35.8281,-0.6406,0.188365
2014,1,18,35.8281,-0.6302,0.188365
2014,1,18,35.8281,-0.599,0.188365
2014,1,18,35.8281,-0.5781,0.188365
2014,1,18,35.8177,-0.6302,0.188365
2014,1,18,35.8177,-0.5573,0.188365
2014,1,18,35.8073,-0.6302,0.188365
2014,1,18,35.7865,-0.6198,0.188365
2014,1,18,35.776,-0.651,0.188365
2014,1,20,36.0885,-0.8073,0.188365
2014,1,20,35.901,-0.8594,0.188365
2014,1,20,37.1094,0.8385,0.188365
2014,1,20,37.0365,0.9948,0.188365
2014,1,20,36.5365,0.3594,0.188365
2014,1,20,36.401,-0.276,0.188365
2014,1,20,36.401,0.2552,0.188365
2014,1,20,36.3698,0.0885,0.188365
2014,1,20,36.3594,0.099,0.188365
2014,1,20,36.2344,0.0885,0.188365
2014,1,20,36.2031,-0.3281,0.188365
2014,1,20,36.2031,-0.2969,0.188365
2014,1,20,36.2031,-0.2552,0.188365
2014,1,20,36.2031,-0.1927,0.188365
2014,1,20,36.2031,-0.0365,0.188365
2014,1,20,36.1823,0.026,0.188365
2014,1,20,36.1823,0.0365,0.188365
2014,1,20,36.1719,-0.2969,0.188365
2014,1,20,36.151,-0.3594,0.188365
2014,1,20,36.151,-0.1406,0.188365
2014,1,20,36.151,-0.1198,0.188365
2014,1,20,36.099,-0.5156,0.188365
2014,1,20,36.099,-0.2031,0.188365
2014,1,20,36.099,-0.1927,0.188365
2014,1,20,36.0781,-0.1823,0.188365
2014,1,20,36.0781,-0.1615,0.188365
2014,1,20,36.0573,-0.2656,0.188365
2014,1,20,36.0573,-0.1302,0.188365
2014,1,20,36.0573,-0.0156,0.188365
2014,1,20,35.9948,-0.2448,0.188365
2014,1,20,35.9115,-0.526,0.188365
2014,1,20,35.849,-0.5885,0.188365
2014,1,21,36.5677,-0.6823,0.188365
2014,1,21,36.5365,-0.7031,0.188365
2014,1,21,36.474,-0.6927,0.188365
2014,1,21,36.4219,-0.7344,0.188365
2014,1,21,36.3698,-0.6719,0.188365
2014,1,21,36.0677,-0.8802,0.188365
2014,1,21,37.1823,0.7969,0.188365
2014,1,21,37.1615,0.724,0.188365
2014,1,21,37.1615,0.7344,0.188365
2014,1,21,37.151,0.6719,0.188365
2014,1,21,37.151,0.7135,0.188365
2014,1,21,37.151,0.7344,0.188365
2014,1,21,37.1406,0.6302,0.188365
2014,1,21,37.1406,0.7135,0.188365
2014,1,21,37.0885,0.6406,0.188365
2014,1,21,37.0885,0.6615,0.188365
2014,1,21,37.0885,0.8906,0.188365
2014,1,21,37.0781,0.8385,0.188365
2014,1,21,37.0781,0.849,0.188365
2014,1,21,37.0781,0.9115,0.188365
2014,1,21,37.0677,0.8385,0.188365
2014,1,21,37.0677,0.8594,0.188365
2014,1,21,37.0677,0.8698,0.188365
2014,1,21,37.0573,0.8281,0.188365
2014,1,21,37.0573,0.8385,0.188365
2014,1,21,37.0573,0.8594,0.188365
2014,1,21,37.0573,0.901,0.188365
2014,1,21,36.4219,-0.6302,0.188365
2014,1,23,36.5469,-0.6823,0.188365
2014,1,23,36.5365,-0.7135,0.188365
2014,1,23,36.2656,-0.8906,0.188365
2014,1,23,36.2344,-0.8281,0.188365
2014,1,23,36.2135,-0.901,0.188365
2014,1,23,36.151,-0.7344,0.188365
2014,1,23,36.9323,-0.099,0.188365
2014,1,23,36.5885,-0.0052,0.188365
2014,1,23,36.5677,-0.0052,0.188365
2014,1,23,36.5677,0.0365,0.188365
2014,1,23,36.5677,0.0677,0.188365
2014,1,23,36.5573,-0.026,0.188365
2014,1,23,36.5573,0.0052,0.188365
2014,1,23,36.5573,0.0156,0.188365
2014,1,23,36.5573,0.0573,0.188365
2014,1,23,36.5469,0.0365,0.188365
2014,1,23,36.526,-0.1719,0.188365
2014,1,23,36.526,0.0469,0.188365
2014,1,23,36.526,0.0781,0.188365
2014,1,23,36.5156,0.0365,0.188365
2014,1,24,36.8177,0.5469,0.188365
2014,1,24,36.7552,0.4531,0.188365
2014,1,26,36.4427,0.6927,0.188365
2014,1,27,36.1823,0.1094,0.188365
2014,1,27,36.1719,0.0885,0.188365
2014,1,27,36.0052,-0.2552,0.188365
2014,1,27,36.0052,-0.224,0.188365
2014,1,28,36.5781,-0.901,0.188365
2014,1,28,36.5677,-0.9115,0.188365
2014,1,28,36.5573,-0.9219,0.188365
2014,1,28,36.5573,-0.9115,0.188365
2014,1,28,36.5469,-0.9219,0.188365
2014,1,28,36.5469,-0.901,0.188365
2014,1,28,36.5365,-0.9323,0.188365
2014,1,28,36.5365,-0.9115,0.188365
2014,1,28,36.526,-0.9115,0.188365
2014,1,28,36.5052,-0.9323,0.188365
2014,1,28,36.4844,-0.9635,0.188365
2014,1,28,36.776,0.9844,0.188365
2014,1,28,36.7344,0.8906,0.188365
2014,1,28,36.7344,0.9427,0.188365
2014,1,28,36.6927,0.8177,0.188365
2014,1,28,36.6927,0.8385,0.188365
2014,1,28,36.651,0.7031,0.188365
2014,1,28,36.651,0.7344,0.188365
2014,1,28,36.651,0.776,0.188365
2014,1,28,36.6406,0.724,0.188365
2014,1,28,36.6406,0.7344,0.188365
2014,1,28,36.6406,0.7552,0.188365
2014,1,28,36.6302,0.7344,0.188365
2014,1,28,36.5885,0.4219,0.188365
2014,1,28,36.5781,0.5052,0.188365
2014,1,28,36.5781,0.526,0.188365
2014,1,28,36.5677,0.5781,0.188365
2014,1,28,36.2448,0.2344,0.188365
2014,1,28,36.2135,-0.1406,0.188365
2014,1,30,36.0156,-0.7031,0.188365
2014,1,30,36.0156,-0.6823,0.188365
2014,1,30,35.9219,-0.8594,0.188365
2014,1,30,35.9115,-0.8698,0.188365
2014,1,30,35.901,-0.8906,0.188365
2014,1,30,36.1615,0.0156,0.188365
2014,1,30,36.1615,0.0677,0.188365
2014,1,30,36.151,-0.0677,0.188365
2014,1,30,36.151,-0.0573,0.188365
2014,1,30,36.151,-0.0052,0.188365
2014,1,30,36.151,0.0677,0.188365
2014,1,30,36.1406,-0.151,0.188365
2014,1,30,36.1302,-0.0052,0.188365
2014,1,30,36.1094,-0.1823,0.188365
2014,1,30,36.0885,-0.349,0.188365
2014,1,30,36.0885,0.026,0.188365
2014,1,30,36.0677,-0.3385,0.188365
